year,month,month_name,date,longitude,latitude,smi,evi,ndmi,ndre,rainfall,spi,elevation,soil_texture
2017,3,Mar,3/1/2017,34.605,1.1506,-0.6604,0.48069999999999985,-0.6604,0.3859999999999989,-1914.7272,-5.7037,3520,4
2017,4,Apr,4/1/2017,34.605,1.1506,-0.6301,0.47609999999999986,-0.6301,0.38659999999999894,-1831.1325,-5.4981,3520,4
2017,5,May,5/1/2017,34.605,1.1506,-0.5998,0.47149999999999986,-0.5998,0.3872,-1747.5378,-5.2925,3520,4
2017,6,Jun,6/1/2017,34.605,1.1506,-0.5695,0.46689999999999987,-0.5695,0.38779999999999903,-1663.9431,-5.0869,3520,4
2017,7,Jul,7/1/2017,34.605,1.1506,-0.5392,0.4622999999999999,-0.5392,0.3883999999999991,-1580.3484,-4.8813,3520,4
2017,8,Aug,8/1/2017,34.605,1.1506,-0.5089,0.4576999999999999,-0.5089,0.3889999999999991,-1496.7537,-4.6757,3520,4
2018,3,Mar,3/1/2018,34.605,1.1506,-0.2968,0.42549999999999993,-0.2968,0.39319999999999944,-911.5908,-3.2365,3520,4
2018,4,Apr,4/1/2018,34.605,1.1506,-0.2665,0.42089999999999994,-0.2665,0.3937999999999995,-827.9961,-3.0309,3520,4
2018,5,May,5/1/2018,34.605,1.1506,-0.2362,0.41629999999999995,-0.2362,0.39439999999999953,-744.4014,-2.8253,3520,4
2018,6,Jun,6/1/2018,34.605,1.1506,-0.2059,0.41169999999999995,-0.2059,0.3949999999999996,-660.8067,-2.6197,3520,4
2018,7,Jul,7/1/2018,34.605,1.1506,-0.1756,0.40709999999999996,-0.1756,0.3955999999999996,-577.212,-2.4141,3520,4
2018,8,Aug,8/1/2018,34.605,1.1506,-0.1453,0.40249999999999997,-0.1453,0.39619999999999966,-493.6173,-2.2085,3520,4
2019,3,Mar,3/1/2019,34.605,1.1506,0.0668,0.3703,0.0668,0.4004,91.5456,-0.7693,3520,4
2019,4,Apr,4/1/2019,34.605,1.1506,0.0971,0.3657,0.0971,0.401,175.1403,-0.5637,3520,4
2019,5,May,5/1/2019,34.605,1.1506,0.1212,0.3975,0.1212,0.3949,200.3754,-0.7967,3520,4
2019,6,Jun,6/1/2019,34.605,1.1506,0.1001,0.3769,0.1001,0.3055,213.5619,0.9366,3520,4
2019,7,Jul,7/1/2019,34.605,1.1506,0.0847,0.5206,0.0847,0.3796,201.2273,-0.4373,3520,4
2019,8,Aug,8/1/2019,34.605,1.1506,0.123,0.3056,0.123,0.2522,243.3008,0.1553,3520,4
2020,3,Mar,3/1/2020,34.605,1.1506,0.1464,0.4849,0.1464,0.3289,266.3651,1.7409,3520,4
2020,4,Apr,4/1/2020,34.605,1.1506,0.1138,0.4036,0.1138,0.4131,230.2703,0.365,3520,4
2020,5,May,5/1/2020,34.605,1.1506,0.114,0.4073,0.114,0.4534,208.9578,-0.6303,3520,4
2020,6,Jun,6/1/2020,34.605,1.1506,0.1432,0.4162,0.1432,0.4473,256.021,1.7094,3520,4
2020,7,Jul,7/1/2020,34.605,1.1506,0.1599,0.4216,0.1599,0.4701,326.7049,0.922,3520,4
2020,8,Aug,8/1/2020,34.605,1.1506,0.155825,0.42167499999999997,0.155825,0.4625,294.476725,0.6699,3520,4
2021,3,Mar,3/1/2021,34.605,1.1506,0.1273,0.4222,0.1273,0.4093,68.8795,-1.0948,3520,4
2021,4,Apr,4/1/2021,34.605,1.1506,0.1628,0.4375,0.1628,0.4329,232.9421,0.41,3520,4
2021,5,May,5/1/2021,34.605,1.1506,0.1179,0.3715,0.1179,0.4198,292.5532,0.9906,3520,4
2021,6,Jun,6/1/2021,34.605,1.1506,0.1169,0.354,0.1169,0.4165,126.4146,-0.6495,3520,4
2021,7,Jul,7/1/2021,34.605,1.1506,0.1169,0.3913,0.1169,0.42484999999999995,145.5529,-0.71755,3520,4
2021,8,Aug,8/1/2021,34.605,1.1506,0.1169,0.4286,0.1169,0.4332,164.6912,-0.7856,3520,4
2022,3,Mar,3/1/2022,34.605,1.1506,0.0721,0.4178,0.0721,0.2561,82.6463,-0.8971,3520,4
2022,4,Apr,4/1/2022,34.605,1.1506,0.0814,0.4668,0.0814,0.2858,176.0858,-0.5477,3520,4
2022,5,May,5/1/2022,34.605,1.1506,0.0714,0.3809,0.0714,0.2622,204.4905,-0.7169,3520,4
2022,6,Jun,6/1/2022,34.605,1.1506,0.0561,0.3864,0.0561,0.2544,98.3416,-1.1604,3520,4
2022,7,Jul,7/1/2022,34.605,1.1506,0.0985,0.4103,0.0985,0.2751,129.7197,-1.2119,3520,4
2022,8,Aug,8/1/2022,34.605,1.1506,0.1204,0.4841,0.1204,0.2878,336.773,1.274,3520,4
2023,3,Mar,3/1/2023,34.605,1.1506,0.0919625,0.4521625,0.0919625,0.256825,196.45896249999998,-0.315175,3520,4
2023,4,Apr,4/1/2023,34.605,1.1506,0.0879,0.4476,0.0879,0.2524,176.4141,-0.5422,3520,4
2023,5,May,5/1/2023,34.605,1.1506,0.0707,0.4105,0.0707,0.2545,207.5407,-0.6578,3520,4
2023,6,Jun,6/1/2023,34.605,1.1506,0.0868,0.3748,0.0868,0.241,156.7525,-0.0973,3520,4
2023,7,Jul,7/1/2023,34.605,1.1506,0.1014,0.4286,0.1014,0.291,133.5894,-1.17,3520,4
2023,8,Aug,8/1/2023,34.605,1.1506,0.0843,0.4554,0.0843,0.2687,152.3381,-0.9334,3520,4
2024,3,Mar,3/1/2024,34.605,1.1506,0.0658,0.4654,0.0658,0.2879,101.0235,-0.6332,3520,4
2024,4,Apr,4/1/2024,34.605,1.1506,0.1048,0.5119,0.1048,0.3068,239.1297,0.5143,3520,4
2024,5,May,5/1/2024,34.605,1.1506,0.1047,0.4315,0.1047,0.2951,175.6017,-1.2771,3520,4
2024,6,Jun,6/1/2024,34.605,1.1506,0.0993,0.3172,0.0993,0.1861,88.0148,-1.3484,3520,4
2024,7,Jul,7/1/2024,34.605,1.1506,0.0985,0.4846,0.0985,0.2454,277.6907,0.391,3520,4
2024,8,Aug,8/1/2024,34.605,1.1506,0.0397,0.429,0.0327,0.0729,214.4959,-0.1895,3520,4
2025,3,Mar,3/1/2025,34.605,1.1506,0.0733,0.4453,0.0733,0.2645,215.1538,1.0056,3520,4
2025,4,Apr,4/1/2025,34.605,1.1506,0.0781,0.4628,0.0781,0.2927,184.6257,-0.4039,3520,4
2025,5,May,5/1/2025,34.605,1.1506,0.0806,0.4424,0.0806,0.2786,253.9687,0.2424,3520,4
2025,6,Jun,6/1/2025,34.605,1.1506,0.0882,0.4301,0.0882,0.2777,164.0867,0.0362,3520,4
2025,7,Jul,7/1/2025,34.605,1.1506,0.1055,0.4583,0.1055,0.2921,343.0618,1.0992,3520,4
2025,8,Aug,8/1/2025,34.605,1.1506,0.12279999999999999,0.4865,0.12279999999999999,0.30650000000000005,522.0369000000001,2.1622,3520,4
2017,3,Mar,3/1/2017,34.6804,1.0462,0.6275999999999997,0.27039999999999925,0.6275999999999997,0.9723999999999996,-2089.8907,-2.583,2925,4
2017,4,Apr,4/1/2017,34.6804,1.0462,0.6128999999999998,0.2796999999999993,0.6128999999999998,0.9540999999999996,-1999.1902,-2.5078,2925,4
2017,5,May,5/1/2017,34.6804,1.0462,0.5981999999999998,0.2889999999999993,0.5981999999999998,0.9357999999999996,-1908.4897,-2.4326,2925,4
2017,6,Jun,6/1/2017,34.6804,1.0462,0.5834999999999998,0.29829999999999934,0.5834999999999998,0.9174999999999996,-1817.7892,-2.3574,2925,4
2017,7,Jul,7/1/2017,34.6804,1.0462,0.5687999999999998,0.3075999999999994,0.5687999999999998,0.8991999999999997,-1727.0887,-2.2822,2925,4
2017,8,Aug,8/1/2017,34.6804,1.0462,0.5540999999999998,0.3168999999999994,0.5540999999999998,0.8808999999999997,-1636.3882,-2.207,2925,4
2018,3,Mar,3/1/2018,34.6804,1.0462,0.4511999999999999,0.3819999999999996,0.4511999999999999,0.7527999999999998,-1001.4847,-1.6806,2925,4
2018,4,Apr,4/1/2018,34.6804,1.0462,0.4364999999999999,0.39129999999999965,0.4364999999999999,0.7344999999999998,-910.7842,-1.6054,2925,4
2018,5,May,5/1/2018,34.6804,1.0462,0.4217999999999999,0.4005999999999997,0.4217999999999999,0.7161999999999998,-820.0837,-1.5302,2925,4
2018,6,Jun,6/1/2018,34.6804,1.0462,0.4070999999999999,0.4098999999999997,0.4070999999999999,0.6978999999999999,-729.3832,-1.455,2925,4
2018,7,Jul,7/1/2018,34.6804,1.0462,0.3923999999999999,0.41919999999999974,0.3923999999999999,0.6795999999999999,-638.6827,-1.3798,2925,4
2018,8,Aug,8/1/2018,34.6804,1.0462,0.3776999999999999,0.42849999999999977,0.3776999999999999,0.6612999999999999,-547.9822,-1.3046,2925,4
2019,3,Mar,3/1/2019,34.6804,1.0462,0.2748,0.4936,0.2748,0.5332,86.9213,-0.7782,2925,4
2019,4,Apr,4/1/2019,34.6804,1.0462,0.2601,0.5029,0.2601,0.5149,177.6218,-0.703,2925,4
2019,5,May,5/1/2019,34.6804,1.0462,0.2886,0.5287,0.2886,0.5371,168.8093,-1.3213,2925,4
2019,6,Jun,6/1/2019,34.6804,1.0462,0.2574,0.6139,0.2574,0.45,171.4392,0.2988,2925,4
2019,7,Jul,7/1/2019,34.6804,1.0462,0.3269,0.571,0.3269,0.553,168.9192,-0.559,2925,4
2019,8,Aug,8/1/2019,34.6804,1.0462,0.2845,0.383,0.2845,0.3644,249.8671,0.2535,2925,4
2020,3,Mar,3/1/2020,34.6804,1.0462,0.326,0.3632,0.326,0.5118,248.5984,1.8364,2925,4
2020,4,Apr,4/1/2020,34.6804,1.0462,0.297,0.555,0.297,0.5295,253.4192,0.3185,2925,4
2020,5,May,5/1/2020,34.6804,1.0462,0.3223,0.5638,0.3223,0.5681,213.0158,-0.4338,2925,4
2020,6,Jun,6/1/2020,34.6804,1.0462,0.1508,0.4309,0.1508,0.1588,229.145,1.5688,2925,4
2020,7,Jul,7/1/2020,34.6804,1.0462,0.3485,0.4996,0.3485,0.5192,256.3536,0.625,2925,4
2020,8,Aug,8/1/2020,34.6804,1.0462,0.2789,0.2802,0.2789,0.3542,394.7428,2.0082,2925,4
2021,3,Mar,3/1/2021,34.6804,1.0462,0.2718,0.4923,0.2718,0.5418,69.5151,-1.0596,2925,4
2021,4,Apr,4/1/2021,34.6804,1.0462,0.2688,0.5218,0.2688,0.5159,252.4429,0.3054,2925,4
2021,5,May,5/1/2021,34.6804,1.0462,0.2785,0.5219,0.2785,0.5416,267.5052,0.66,2925,4
2021,6,Jun,6/1/2021,34.6804,1.0462,0.3045,0.5409,0.3045,0.5624,130.6839,-0.5982,2925,4
2021,7,Jul,7/1/2021,34.6804,1.0462,0.2657,0.4767,0.2657,0.4858,155.0915,-0.5985,2925,4
2021,8,Aug,8/1/2021,34.6804,1.0462,0.2269,0.4125,0.2269,0.4092,179.4991,-0.5988,2925,4
2022,3,Mar,3/1/2022,34.6804,1.0462,0.222,0.5548,0.222,0.377,83.3899,-0.8353,2925,4
2022,4,Apr,4/1/2022,34.6804,1.0462,0.2058,0.5734,0.2058,0.3688,208.2653,-0.29,2925,4
2022,5,May,5/1/2022,34.6804,1.0462,0.2143,0.5561,0.2143,0.3701,198.2285,-0.7307,2925,4
2022,6,Jun,6/1/2022,34.6804,1.0462,0.222,0.5558,0.222,0.3684,100.2412,-1.2682,2925,4
2022,7,Jul,7/1/2022,34.6804,1.0462,0.22005555555555556,0.5555666666666667,0.22005555555555556,0.3669888888888889,108.45596666666667,-1.056977778,2925,4
2022,8,Aug,8/1/2022,34.6804,1.0462,0.21811111111111112,0.5553333333333333,0.21811111111111112,0.3655777777777778,116.67073333333335,-0.845755556,2925,4
2023,3,Mar,3/1/2023,34.6804,1.0462,0.2045,0.5537,0.2045,0.3557,174.1741,0.6328,2925,4
2023,4,Apr,4/1/2023,34.6804,1.0462,0.174,0.5106,0.174,0.327,182.3672,-0.6391,2925,4
2023,5,May,5/1/2023,34.6804,1.0462,0.1685,0.531,0.1685,0.2945,196.5676,-0.764,2925,4
2023,6,Jun,6/1/2023,34.6804,1.0462,0.2426,0.7172,0.2426,0.3733,178.0632,0.4446,2925,4
2023,7,Jul,7/1/2023,34.6804,1.0462,0.2347,0.6016,0.2347,0.3864,127.5255,-1.1196,2925,4
2023,8,Aug,8/1/2023,34.6804,1.0462,0.2172,0.5702,0.2172,0.3827,148.499,-0.9742,2925,4
2024,3,Mar,3/1/2024,34.6804,1.0462,0.2203,0.5959,0.2203,0.3843,95.8891,-0.6331,2925,4
2024,4,Apr,4/1/2024,34.6804,1.0462,0.208,0.5291,0.208,0.3491,275.0307,0.6098,2925,4
2024,5,May,5/1/2024,34.6804,1.0462,0.2255,0.5829,0.2255,0.3866,201.6091,-0.6628,2925,4
2024,6,Jun,6/1/2024,34.6804,1.0462,0.1867,0.4516,0.1867,0.2788,86.4224,-1.5723,2925,4
2024,7,Jul,7/1/2024,34.6804,1.0462,0.17535,0.4809,0.17535,0.29635,154.11145,-0.82935,2925,4
2024,8,Aug,8/1/2024,34.6804,1.0462,0.164,0.5102,0.164,0.3139,221.8005,-0.0864,2925,4
2025,3,Mar,3/1/2025,34.6804,1.0462,0.2064,0.5489,0.2064,0.3491,185.8361,0.8214,2925,4
2025,4,Apr,4/1/2025,34.6804,1.0462,0.1968,0.5699,0.1968,0.3717,189.7687,-0.5393,2925,4
2025,5,May,5/1/2025,34.6804,1.0462,0.1869,0.4797,0.1869,0.3068,264.1229,0.5921,2925,4
2025,6,Jun,6/1/2025,34.6804,1.0462,0.2183,0.5923,0.2183,0.3688,163.617,0.1266,2925,4
2025,7,Jul,7/1/2025,34.6804,1.0462,0.0926,0.4413,0.0926,0.1478,320.6111,1.4952,2925,4
2025,8,Aug,8/1/2025,34.6804,1.0462,-0.0331,0.2903,-0.0331,-0.0732,477.6052000000001,2.8638,2925,4
2017,3,Mar,3/1/2017,34.6413,1.1366,0,-1.1504,-2.8792,-0.7356,-1965.8356,-4.9092,3476,4
2017,4,Apr,4/1/2017,34.6413,1.1366,0,-1.0981,-2.7737,-0.6955,-1880.2843,-4.7387,3476,4
2017,5,May,5/1/2017,34.6413,1.1366,0,-1.0458,-2.6682,-0.6554,-1794.733,-4.5682,3476,4
2017,6,Jun,6/1/2017,34.6413,1.1366,0,-0.9935,-2.5627,-0.6153,-1709.1817,-4.3977,3476,4
2017,7,Jul,7/1/2017,34.6413,1.1366,0,-0.9412,-2.4572,-0.5752,-1623.6304,-4.2272,3476,4
2017,8,Aug,8/1/2017,34.6413,1.1366,0,-0.8889,-2.3517,-0.5351,-1538.0791,-4.0567,3476,4
2018,3,Mar,3/1/2018,34.6413,1.1366,0,-0.5228,-1.6132,-0.2544,-939.22,-2.8632,3476,4
2018,4,Apr,4/1/2018,34.6413,1.1366,0,-0.4705,-1.5077,-0.2143,-853.6687,-2.6927,3476,4
2018,5,May,5/1/2018,34.6413,1.1366,0,-0.4182,-1.4022,-0.1742,-768.1174,-2.5222,3476,4
2018,6,Jun,6/1/2018,34.6413,1.1366,0,-0.3659,-1.2967,-0.1341,-682.5661,-2.3517,3476,4
2018,7,Jul,7/1/2018,34.6413,1.1366,0,-0.3136,-1.1912,-0.094,-597.0148,-2.1812,3476,4
2018,8,Aug,8/1/2018,34.6413,1.1366,0,-0.2613,-1.0857,-0.0539,-511.4635,-2.0107,3476,4
2019,3,Mar,3/1/2019,34.6413,1.1366,0,0.1048,-0.3472,0.2268,87.3956,-0.8172,3476,4
2019,4,Apr,4/1/2019,34.6413,1.1366,0,0.1571,-0.2417,0.2669,172.9469,-0.6467,3476,4
2019,5,May,5/1/2019,34.6413,1.1366,0.0059,0.2457,-0.0284,0.3656,187.8911,-1.1493,3476,4
2019,6,Jun,6/1/2019,34.6413,1.1366,0.1099,0.2249,0.1099,0.1612,189.7883,0.5667,3476,4
2019,7,Jul,7/1/2019,34.6413,1.1366,0.1697,0.3701,0.1697,0.3931,195.7937,-0.3793,3476,4
2019,8,Aug,8/1/2019,34.6413,1.1366,0.2073,0.2355,0.2073,0.3805,229.6692,0.1066,3476,4
2020,3,Mar,3/1/2020,34.6413,1.1366,0.07,0.3063,0.07,0.3578,249.8619,1.7578,3476,4
2020,4,Apr,4/1/2020,34.6413,1.1366,0.0695,0.3235,0.0695,0.371,238.3156,0.3757,3476,4
2020,5,May,5/1/2020,34.6413,1.1366,0.0828,0.3475,0.0828,0.2813,218.1103,-0.4578,3476,4
2020,6,Jun,6/1/2020,34.6413,1.1366,0.0224,0.2497,0.0224,0.3285,258.9666,1.9105,3476,4
2020,7,Jul,7/1/2020,34.6413,1.1366,0.0973,0.1496,0.0973,0.2066,295.1284,0.8319,3476,4
2020,8,Aug,8/1/2020,34.6413,1.1366,0.0851375,0.1594375,0.07845,0.2177625,267.266325,0.595725,3476,4
2021,3,Mar,3/1/2021,34.6413,1.1366,0,0.2283,-0.0535,0.2959,72.2318,-1.0575,3476,4
2021,4,Apr,4/1/2021,34.6413,1.1366,0,0.2756,-0.0328,0.2329,242.7036,0.4443,3476,4
2021,5,May,5/1/2021,34.6413,1.1366,0,0.2076,-0.0024,0.1731,290.3736,1.1957,3476,4
2021,6,Jun,6/1/2021,34.6413,1.1366,0.0057,0.2403,0.0057,0.3032,126.6213,-0.6604,3476,4
2021,7,Jul,7/1/2021,34.6413,1.1366,0.005066667,0.24264444444444447,0.001277778,0.29044444444444445,121.97567777777778,-0.682366667,3476,4
2021,8,Aug,8/1/2021,34.6413,1.1366,0.004433333,0.2449888888888889,-0.003144444,0.27768888888888893,117.33005555555556,-0.704333333,3476,4
2022,3,Mar,3/1/2022,34.6413,1.1366,0,0.2614,-0.0341,0.1884,84.8107,-0.8581,3476,4
2022,4,Apr,4/1/2022,34.6413,1.1366,0,0.26685000000000003,-0.02175,0.19325,140.63459999999998,-0.90565,3476,4
2022,5,May,5/1/2022,34.6413,1.1366,0,0.2723,-0.0094,0.1981,196.4585,-0.9532,3476,4
2022,6,Jun,6/1/2022,34.6413,1.1366,0,0.2689,-0.0191,0.1949,106.3056,-1.0551,3476,4
2022,7,Jul,7/1/2022,34.6413,1.1366,0.0007,0.2905,-0.0009,0.1466,140.1062,-1.0584,3476,4
2022,8,Aug,8/1/2022,34.6413,1.1366,0.0078,0.2757,0.0048,0.1088,328.7021,1.3132,3476,4
2023,3,Mar,3/1/2023,34.6413,1.1366,0,0.1186,-0.1428,0.093,174.0523,0.5563,3476,4
2023,4,Apr,4/1/2023,34.6413,1.1366,0,0.2497,-0.028,0.1586,174.8986,-0.6162,3476,4
2023,5,May,5/1/2023,34.6413,1.1366,0.0552,0.3352,0.0552,0.2229,218.0517,-0.4591,3476,4
2023,6,Jun,6/1/2023,34.6413,1.1366,0.0869,0.3338,0.0869,0.1379,155.9011,-0.0916,3476,4
2023,7,Jul,7/1/2023,34.6413,1.1366,0.0715,0.1567,0.0715,0.0437,128.8099,-1.1962,3476,4
2023,8,Aug,8/1/2023,34.6413,1.1366,0.0633875,0.1743375,0.06275,0.0646625,125.54022499999999,-1.1185875,3476,4
2024,3,Mar,3/1/2024,34.6413,1.1366,0.0066,0.2978,0.0015,0.2114,102.6525,-0.5753,3476,4
2024,4,Apr,4/1/2024,34.6413,1.1366,0.0175,0.315,0.0175,0.221,244.8291,0.4775,3476,4
2024,5,May,5/1/2024,34.6413,1.1366,0.0241,0.2677,0.0241,0.1948,192.3076,-1.0482,3476,4
2024,6,Jun,6/1/2024,34.6413,1.1366,0.0315,0.1757,0.0315,0.0704,89.932,-1.3731,3476,4
2024,7,Jul,7/1/2024,34.6413,1.1366,0.0076,0.3191,0.0076,0.2194,266.0581,0.4775,3476,4
2024,8,Aug,8/1/2024,34.6413,1.1366,0.00665,0.308275,-0.002575,0.2119625,258.2685875,0.5461625,3476,4
2025,3,Mar,3/1/2025,34.6413,1.1366,0,0.2325,-0.0738,0.1599,203.742,1.0268,3476,4
2025,4,Apr,4/1/2025,34.6413,1.1366,0,0.2627,-0.0355,0.19,187.6916,-0.4161,3476,4
2025,5,May,5/1/2025,34.6413,1.1366,0,0.217,-0.0121,0.1588,253.6344,0.3551,3476,4
2025,6,Jun,6/1/2025,34.6413,1.1366,0.0085,0.3093,0.0085,0.2035,163.4153,0.0543,3476,4
2025,7,Jul,7/1/2025,34.6413,1.1366,0.0293,0.293,0.0293,0.1898,315.9008,1.0852,3476,4
2025,8,Aug,8/1/2025,34.6413,1.1366,0.0501,0.27669999999999995,0.0501,0.1761,468.3863,2.1161,3476,4
2017,3,Mar,3/1/2017,34.6548,1.1642,1.0697,0.9960999999999993,1.0697,2.4973,-2036.971,-6.2506,3166,4
2017,4,Apr,4/1/2017,34.6548,1.1642,1.0332000000000001,0.9746999999999995,1.0332000000000001,2.4127,-1948.6597,-6.0233,3166,4
2017,5,May,5/1/2017,34.6548,1.1642,0.9967000000000001,0.9532999999999994,0.9967000000000001,2.3281,-1860.3484,-5.796,3166,4
2017,6,Jun,6/1/2017,34.6548,1.1642,0.9602,0.9318999999999995,0.9602,2.2435,-1772.0371,-5.5687,3166,4
2017,7,Jul,7/1/2017,34.6548,1.1642,0.9237000000000001,0.9104999999999994,0.9237000000000001,2.1589,-1683.7258,-5.3414,3166,4
2017,8,Aug,8/1/2017,34.6548,1.1642,0.8872000000000001,0.8890999999999996,0.8872000000000001,2.0743,-1595.4145,-5.1141,3166,4
2018,3,Mar,3/1/2018,34.6548,1.1642,0.6317,0.7392999999999996,0.6317,1.4821,-977.2354,-3.523,3166,4
2018,4,Apr,4/1/2018,34.6548,1.1642,0.5952000000000001,0.7178999999999998,0.5952000000000001,1.3975,-888.9241,-3.2957,3166,4
2018,5,May,5/1/2018,34.6548,1.1642,0.5587000000000001,0.6964999999999997,0.5587000000000001,1.3129,-800.6128,-3.0684,3166,4
2018,6,Jun,6/1/2018,34.6548,1.1642,0.5222,0.6750999999999998,0.5222,1.2283,-712.3015,-2.8411,3166,4
2018,7,Jul,7/1/2018,34.6548,1.1642,0.4857,0.6536999999999997,0.4857,1.1437,-623.9902,-2.6138,3166,4
2018,8,Aug,8/1/2018,34.6548,1.1642,0.44920000000000004,0.6322999999999999,0.44920000000000004,1.0591,-535.6789,-2.3865,3166,4
2019,3,Mar,3/1/2019,34.6548,1.1642,0.1937,0.4825,0.1937,0.4669,82.5002,-0.7954,3166,4
2019,4,Apr,4/1/2019,34.6548,1.1642,0.1572,0.4611,0.1572,0.3823,170.8115,-0.5681,3166,4
2019,5,May,5/1/2019,34.6548,1.1642,0.1892,0.4631,0.1892,0.4512,196.8092,-0.7711,3166,4
2019,6,Jun,6/1/2019,34.6548,1.1642,0.19316,0.46941,0.19316,0.44723,203.19678,-0.5095,3166,4
2019,7,Jul,7/1/2019,34.6548,1.1642,0.19712000000000002,0.47572000000000003,0.19712000000000002,0.44326,209.58436,-0.2479,3166,4
2019,8,Aug,8/1/2019,34.6548,1.1642,0.20108,0.48203,0.20108,0.43928999999999996,215.97194000000002,0.013699999999999934,3166,4
2020,3,Mar,3/1/2020,34.6548,1.1642,0.2288,0.5262,0.2288,0.4115,260.685,1.8449,3166,4
2020,4,Apr,4/1/2020,34.6548,1.1642,0.2407,0.5444,0.2407,0.483,237.4146,0.4697,3166,4
2020,5,May,5/1/2020,34.6548,1.1642,0.2294,0.5041,0.2294,0.5003,212.8718,-0.452,3166,4
2020,6,Jun,6/1/2020,34.6548,1.1642,0.2666,0.6135,0.2666,0.4892,253.812,1.7194,3166,4
2020,7,Jul,7/1/2020,34.6548,1.1642,0.26213333333333333,0.6031666666666667,0.26213333333333333,0.4892222222222222,233.16327777777778,1.4160555555555556,3166,4
2020,8,Aug,8/1/2020,34.6548,1.1642,0.25766666666666665,0.5928333333333333,0.25766666666666665,0.4892444444444445,212.51455555555557,1.112711111111111,3166,4
2021,3,Mar,3/1/2021,34.6548,1.1642,0.2264,0.5205,0.2264,0.4894,67.9735,-1.0107,3166,4
2021,4,Apr,4/1/2021,34.6548,1.1642,0.2368,0.5738,0.2368,0.4807,220.9044,0.2125,3166,4
2021,5,May,5/1/2021,34.6548,1.1642,0.2159,0.4559,0.2159,0.4474,296.954,1.2182,3166,4
2021,6,Jun,6/1/2021,34.6548,1.1642,0.2081,0.3132,0.2081,0.2898,120.4595,-0.6746,3166,4
2021,7,Jul,7/1/2021,34.6548,1.1642,0.20635,0.40025,0.20635,0.38580000000000003,142.82405,-0.71965,3166,4
2021,8,Aug,8/1/2021,34.6548,1.1642,0.2046,0.4873,0.2046,0.4818,165.1886,-0.7647,3166,4
2022,3,Mar,3/1/2022,34.6548,1.1642,0.1541,0.5148,0.1541,0.3145,82.4899,-0.7956,3166,4
2022,4,Apr,4/1/2022,34.6548,1.1642,0.1547,0.4798,0.1547,0.2752,168.9111,-0.5977,3166,4
2022,5,May,5/1/2022,34.6548,1.1642,0.1337,0.4639,0.1337,0.2971,200.0177,-0.7073,3166,4
2022,6,Jun,6/1/2022,34.6548,1.1642,0.1453,0.5079,0.1453,0.3091,97.4944,-1.0869,3166,4
2022,7,Jul,7/1/2022,34.6548,1.1642,0.14541111111111113,0.5074111111111111,0.14541111111111113,0.3077111111111111,105.56565555555555,-0.910233333,3166,4
2022,8,Aug,8/1/2022,34.6548,1.1642,0.14552222222222225,0.5069222222222223,0.14552222222222225,0.3063222222222222,113.63691111111112,-0.733566667,3166,4
2023,3,Mar,3/1/2023,34.6548,1.1642,0.1463,0.5035,0.1463,0.2966,170.1357,0.5031,3166,4
2023,4,Apr,4/1/2023,34.6548,1.1642,0.2163,0.397,0.2163,0.1846,171.7826,-0.553,3166,4
2023,5,May,5/1/2023,34.6548,1.1642,0.027,0.2635,0.027,0.0183,192.9826,-0.8471,3166,4
2023,6,Jun,6/1/2023,34.6548,1.1642,0.162,0.4891,0.162,0.3124,145.1851,-0.2307,3166,4
2023,7,Jul,7/1/2023,34.6548,1.1642,0.10125,0.4018,0.10125,0.1958,143.33785,-0.64065,3166,4
2023,8,Aug,8/1/2023,34.6548,1.1642,0.0405,0.3145,0.0405,0.0792,141.4906,-1.0506,3166,4
2024,3,Mar,3/1/2024,34.6548,1.1642,0.1661,0.5545,0.1661,0.3415,87.2796,-0.7246,3166,4
2024,4,Apr,4/1/2024,34.6548,1.1642,0.1595,0.5822,0.1595,0.3,247.1613,0.6216,3166,4
2024,5,May,5/1/2024,34.6548,1.1642,0.1645,0.5276,0.1645,0.3354,169.4998,-1.3135,3166,4
2024,6,Jun,6/1/2024,34.6548,1.1642,0.0419,0.3807,0.0419,0.0552,85.423,-1.3036,3166,4
2024,7,Jul,7/1/2024,34.6548,1.1642,0.057644444,0.4038777777777778,0.057644444,0.086822222,97.61953333333334,-1.0616,3166,4
2024,8,Aug,8/1/2024,34.6548,1.1642,0.073388889,0.4270555555555555,0.073388889,0.11844444444444444,109.81606666666667,-0.8196,3166,4
2025,3,Mar,3/1/2025,34.6548,1.1642,0.1836,0.5893,0.1836,0.3398,195.1918,0.8744,3166,4
2025,4,Apr,4/1/2025,34.6548,1.1642,0.1499,0.5225,0.1499,0.3246,179.9417,-0.4258,3166,4
2025,5,May,5/1/2025,34.6548,1.1642,0.1535,0.4894,0.1535,0.2639,248.0762,0.2473,3166,4
2025,6,Jun,6/1/2025,34.6548,1.1642,0.1986,0.5251,0.1986,0.3367,161.2924,0.0584,3166,4
2025,7,Jul,7/1/2025,34.6548,1.1642,0.1863,0.5021,0.1863,0.3184,356.836,1.3078,3166,4
2025,8,Aug,8/1/2025,34.6548,1.1642,0.174,0.47909999999999997,0.174,0.30010000000000003,552.3796,2.5572,3166,4
2017,3,Mar,3/1/2017,34.7228,0.9667,0,-0.5056,-0.9376,-0.1292,-2137.4153,-4.1583,2543,4
